"","participant","rt","accuracy","item","task","control","AgeGroup","rawrt","condition"
"3516",73,7.50422634727662,1,"tribe","Size","incon","Younger",1815.7,"73incon"
"3517",73,7.88878451199653,1,"highlighter","Colour","incon","Younger",2667.2,"73incon"
"3518",73,8.37793112408273,1,"paper","Colour","incon","Younger",4350,"73incon"
"3520",73,8.2604411489282,1,"pencil","Size","incon","Younger",3867.8,"73incon"
"3521",73,8.39732798955553,1,"theatre","Size","incon","Younger",4435.2,"73incon"
"3522",73,8.21424856989847,1,"lighter","Size","incon","Younger",3693.2,"73incon"
"3523",73,8.32105664558856,1,"blackboard","Colour","incon","Younger",4109.5,"73incon"
"3524",73,8.58863905186426,1,"bread","Colour","incon","Younger",5370.3,"73incon"
"3525",73,7.7756117833339,1,"dove","Colour","incon","Younger",2381.8,"73incon"
"3527",73,8.14357552674719,1,"chair","Size","incon","Younger",3441.2,"73incon"
"3528",73,7.82152283031185,1,"box","Size","incon","Younger",2493.7,"73incon"
"3529",74,7.99843619732397,1,"ham","Colour","cong","Older",2976.3,"74cong"
"3530",74,7.94229116194311,1,"blood","Colour","cong","Older",2813.8,"74cong"
"3531",74,7.7341213033283,1,"broccoli","Colour","cong","Older",2285,"74cong"
"3532",74,8.57544323143768,1,"hammer","Size","cong","Older",5299.9,"74cong"
"3533",74,7.78916466899811,1,"orange","Size","cong","Older",2414.3,"74cong"
"3534",74,7.75255000915122,1,"mouth","Size","cong","Older",2327.5,"74cong"
"3535",74,7.84916779963007,1,"coffee","Colour","cong","Older",2563.6,"74cong"
"3536",74,7.57414772223326,1,"ketchup","Colour","cong","Older",1947.2,"74cong"
"3537",74,7.76123399844442,1,"rhino","Colour","cong","Older",2347.8,"74cong"
"3538",74,7.69653077055549,1,"wasp","Size","cong","Older",2200.7,"74cong"
"3539",74,7.81770595511009,1,"goose","Size","cong","Older",2484.2,"74cong"
"3540",74,7.74070787923296,1,"donkey","Size","cong","Older",2300.1,"74cong"
"3541",74,8.2422562206728,1,"sunflower","Colour","cong","Older",3798.1,"74cong"
"3542",74,8.12115352395523,1,"gin","Colour","cong","Older",3364.9,"74cong"
"3543",74,8.15791486160739,1,"grass","Colour","cong","Older",3490.9,"74cong"
"3544",74,8.5299514575149,1,"window","Size","cong","Older",5064.2,"74cong"
"3545",74,8.31485666478302,1,"pen","Size","cong","Older",4084.1,"74cong"
"3546",74,7.87970774968119,1,"mop","Size","cong","Older",2643.1,"74cong"
"3547",74,8.00836557031292,1,"snow","Colour","cong","Older",3006,"74cong"
"3548",74,7.80832305039106,1,"butter","Colour","cong","Older",2461,"74cong"
"3549",74,7.807306686852,1,"oregano","Colour","cong","Older",2458.5,"74cong"
"3550",74,8.35777533098257,1,"fork","Size","cong","Older",4263.2,"74cong"
"3551",74,8.26606160356186,1,"doctor","Size","cong","Older",3889.6,"74cong"
"3552",74,7.87039510279365,1,"dancer","Size","cong","Older",2618.6,"74cong"
"3555",74,7.93497897156259,1,"trumpet","Colour","incon","Older",2793.3,"74incon"
"3559",74,8.39457347786833,1,"cranberry","Colour","incon","Older",4423,"74incon"
"3560",74,7.97875653394206,1,"cloud","Colour","incon","Older",2918.3,"74incon"
"3561",74,8.20182469605951,1,"chalk","Colour","incon","Older",3647.6,"74incon"
"3562",74,8.09031035243401,1,"handbag","Size","incon","Older",3262.7,"74incon"
"3563",74,8.61508186223535,1,"cup","Size","incon","Older",5514.2,"74incon"
"3564",74,8.43100329510076,1,"tribe","Size","incon","Older",4587.1,"74incon"
"3565",74,8.57551870171186,1,"highlighter","Colour","incon","Older",5300.3,"74incon"
"3569",74,8.7602334832449,1,"theatre","Size","incon","Older",6375.6,"74incon"
"3571",74,8.21074954957939,1,"blackboard","Colour","incon","Older",3680.3,"74incon"
"3573",74,8.24154508611988,1,"dove","Colour","incon","Older",3795.4,"74incon"
"3574",74,8.44754296105914,1,"stool","Size","incon","Older",4663.6,"74incon"
"3575",74,8.37415388434369,1,"chair","Size","incon","Older",4333.6,"74incon"
"3576",74,8.56061659932466,1,"box","Size","incon","Older",5221.9,"74incon"
"3577",75,7.5785034645986,1,"ham","Colour","cong","Younger",1955.7,"75cong"
"3578",75,7.44734327141578,1,"blood","Colour","cong","Younger",1715.3,"75cong"
"3579",75,8.45015555007757,1,"broccoli","Colour","cong","Younger",4675.8,"75cong"
"3580",75,7.53133799615617,1,"hammer","Size","cong","Younger",1865.6,"75cong"
"3581",75,7.59155894453893,1,"orange","Size","cong","Younger",1981.4,"75cong"
"3582",75,8.12293505000616,1,"mouth","Size","cong","Younger",3370.9,"75cong"
"3583",75,7.5047769474447,1,"coffee","Colour","cong","Younger",1816.7,"75cong"
"3584",75,7.36486362024214,1,"ketchup","Colour","cong","Younger",1579.5,"75cong"
"3585",75,7.64295569577308,1,"rhino","Colour","cong","Younger",2085.9,"75cong"
"3586",75,6.89233702625376,1,"wasp","Size","cong","Younger",984.7,"75cong"
"3587",75,7.42791718372512,1,"goose","Size","cong","Younger",1682.3,"75cong"
"3588",75,7.23590728398763,1,"donkey","Size","cong","Younger",1388.4,"75cong"
"3589",75,8.79515820580464,1,"sunflower","Colour","cong","Younger",6602.2,"75cong"
"3590",75,8.17897543225656,1,"gin","Colour","cong","Younger",3565.2,"75cong"
"3591",75,7.95966023288492,1,"grass","Colour","cong","Younger",2863.1,"75cong"
"3592",75,8.31610463088286,1,"window","Size","cong","Younger",4089.2,"75cong"
"3593",75,8.12545345792655,1,"pen","Size","cong","Younger",3379.4,"75cong"
"3594",75,7.91993783965186,1,"mop","Size","cong","Younger",2751.6,"75cong"
"3595",75,7.74746729662392,1,"snow","Colour","cong","Younger",2315.7,"75cong"
"3596",75,7.71970719530733,1,"butter","Colour","cong","Younger",2252.3,"75cong"
"3597",75,7.99334987056894,1,"oregano","Colour","cong","Younger",2961.2,"75cong"
"3598",75,7.16340474185261,1,"fork","Size","cong","Younger",1291.3,"75cong"
"3599",75,8.04834089912767,1,"doctor","Size","cong","Younger",3128.6,"75cong"
"3600",75,7.79437000174629,1,"dancer","Size","cong","Younger",2426.9,"75cong"
"3603",75,7.95141847616523,1,"trumpet","Colour","incon","Younger",2839.6,"75incon"
"3604",75,8.22053764416535,1,"diary","Size","incon","Younger",3716.5,"75incon"
"3605",75,8.04584465819245,1,"gun","Size","incon","Younger",3120.8,"75incon"
"3606",75,7.55066124310534,1,"football","Size","incon","Younger",1902,"75incon"
"3607",75,7.99111855688751,1,"cranberry","Colour","incon","Younger",2954.6,"75incon"
"3608",75,7.64683139143048,1,"cloud","Colour","incon","Younger",2094,"75incon"
"3612",75,7.6093169581431,1,"tribe","Size","incon","Younger",2016.9,"75incon"
"3613",75,8.49515206053936,1,"highlighter","Colour","incon","Younger",4891,"75incon"
"3617",75,8.16916645795534,1,"theatre","Size","incon","Younger",3530.4,"75incon"
"3620",75,8.69129774760516,1,"bread","Colour","incon","Younger",5950.9,"75incon"
"3621",75,7.6958034647368,1,"dove","Colour","incon","Younger",2199.1,"75incon"
"3623",75,8.51087326267142,1,"chair","Size","incon","Younger",4968.5,"75incon"
"3624",75,7.81096077130764,1,"box","Size","incon","Younger",2467.5,"75incon"
"3625",76,8.53826951701815,1,"ham","Colour","cong","Older",5106.5,"76cong"
"3626",76,7.72174746923429,1,"blood","Colour","cong","Older",2256.9,"76cong"
"3627",76,8.03076745447378,1,"broccoli","Colour","cong","Older",3074.1,"76cong"
"3628",76,8.59365410751068,1,"hammer","Size","cong","Older",5397.3,"76cong"
"3629",76,8.18401153489309,1,"orange","Size","cong","Older",3583.2,"76cong"
"3630",76,8.27144609389217,1,"mouth","Size","cong","Older",3910.6,"76cong"
"3632",76,7.66551910262805,1,"ketchup","Colour","cong","Older",2133.5,"76cong"
"3633",76,7.84263221233197,1,"rhino","Colour","cong","Older",2546.9,"76cong"
"3634",76,7.85732603609109,1,"wasp","Size","cong","Older",2584.6,"76cong"
"3635",76,8.19797917135129,1,"goose","Size","cong","Older",3633.6,"76cong"
"3636",76,7.91724487248707,1,"donkey","Size","cong","Older",2744.2,"76cong"
"3637",76,8.11716328579801,1,"sunflower","Colour","cong","Older",3351.5,"76cong"
"3638",76,8.09833884618906,1,"gin","Colour","cong","Older",3289,"76cong"
"3639",76,7.87058602629119,1,"grass","Colour","cong","Older",2619.1,"76cong"
"3640",76,8.6447417223629,1,"window","Size","cong","Older",5680.2,"76cong"
"3642",76,7.97315543344413,1,"mop","Size","cong","Older",2902,"76cong"
"3643",76,8.33737250483785,1,"snow","Colour","cong","Older",4177.1,"76cong"
"3644",76,8.1473172102273,1,"butter","Colour","cong","Older",3454.1,"76cong"
"3645",76,8.06009789007121,1,"oregano","Colour","cong","Older",3165.6,"76cong"
"3646",76,8.08376061422402,1,"fork","Size","cong","Older",3241.4,"76cong"
"3647",76,8.48574380314265,1,"doctor","Size","cong","Older",4845.2,"76cong"
"3648",76,8.15934613224733,1,"dancer","Size","cong","Older",3495.9,"76cong"
"3649",76,8.65039452957878,1,"rice","Colour","incon","Older",5712.4,"76incon"
"3650",76,8.1868819369085,1,"tar","Colour","incon","Older",3593.5,"76incon"
"3651",76,8.33218803699308,1,"trumpet","Colour","incon","Older",4155.5,"76incon"
"3652",76,8.20319452175794,1,"diary","Size","incon","Older",3652.6,"76incon"
"3653",76,8.41025365197849,1,"gun","Size","incon","Older",4492.9,"76incon"
"3654",76,8.2301509142518,1,"football","Size","incon","Older",3752.4,"76incon"
"3655",76,8.5562408126669,1,"cranberry","Colour","incon","Older",5199.1,"76incon"
"3656",76,8.25340992063533,1,"cloud","Colour","incon","Older",3840.7,"76incon"
"3657",76,8.00680080712181,1,"chalk","Colour","incon","Older",3001.3,"76incon"
"3658",76,7.97360330005627,1,"handbag","Size","incon","Older",2903.3,"76incon"
"3659",76,8.22961777994264,1,"cup","Size","incon","Older",3750.4,"76incon"
"3660",76,7.81677967486425,1,"tribe","Size","incon","Older",2481.9,"76incon"
"3661",76,8.58003652653755,1,"highlighter","Colour","incon","Older",5324.3,"76incon"
"3662",76,8.5744993721159,1,"paper","Colour","incon","Older",5294.9,"76incon"
"3664",76,8.35969692133788,1,"pencil","Size","incon","Older",4271.4,"76incon"
"3665",76,8.4606863299758,1,"theatre","Size","incon","Older",4725.3,"76incon"
"3666",76,8.1794521502028,1,"lighter","Size","incon","Older",3566.9,"76incon"
"3667",76,8.48291225743936,1,"blackboard","Colour","incon","Older",4831.5,"76incon"
"3668",76,8.53436490992456,1,"bread","Colour","incon","Older",5086.6,"76incon"
"3669",76,8.82095036432469,1,"dove","Colour","incon","Older",6774.7,"76incon"
"3670",76,8.31512596570394,1,"stool","Size","incon","Older",4085.2,"76incon"
"3671",76,8.39190204026953,1,"chair","Size","incon","Older",4411.2,"76incon"
"3672",76,8.09687837005774,1,"box","Size","incon","Older",3284.2,"76incon"
"3673",77,7.34523571652231,1,"ham","Colour","cong","Younger",1548.8,"77cong"
"3674",77,7.07985813558176,1,"blood","Colour","cong","Younger",1187.8,"77cong"
"3675",77,7.69757534680234,1,"broccoli","Colour","cong","Younger",2203,"77cong"
"3677",77,7.4013533570815,1,"orange","Size","cong","Younger",1638.2,"77cong"
"3678",77,7.57013392587045,1,"mouth","Size","cong","Younger",1939.4,"77cong"
"3679",77,7.74530578791446,1,"coffee","Colour","cong","Younger",2310.7,"77cong"
"3680",77,7.80286323158839,1,"ketchup","Colour","cong","Younger",2447.6,"77cong"
"3681",77,7.49264887410183,1,"rhino","Colour","cong","Younger",1794.8,"77cong"
"3682",77,7.09903657714756,1,"wasp","Size","cong","Younger",1210.8,"77cong"
"3683",77,7.16996568546025,1,"goose","Size","cong","Younger",1299.8,"77cong"
"3684",77,7.24279792279376,1,"donkey","Size","cong","Younger",1398,"77cong"
"3685",77,7.68799716639302,1,"sunflower","Colour","cong","Younger",2182,"77cong"
"3686",77,7.62593647726172,1,"gin","Colour","cong","Younger",2050.7,"77cong"
"3687",77,8.34884554318763,1,"grass","Colour","cong","Younger",4225.3,"77cong"
"3688",77,8.13850632434068,1,"window","Size","cong","Younger",3423.8,"77cong"
"3689",77,7.42129721024236,1,"pen","Size","cong","Younger",1671.2,"77cong"
"3690",77,8.24372955620201,1,"mop","Size","cong","Younger",3803.7,"77cong"
"3691",77,7.98531415845241,1,"snow","Colour","cong","Younger",2937.5,"77cong"
"3692",77,7.66406503449972,1,"butter","Colour","cong","Younger",2130.4,"77cong"
"3693",77,7.56537890347304,1,"oregano","Colour","cong","Younger",1930.2,"77cong"
"3694",77,7.41715989359268,1,"fork","Size","cong","Younger",1664.3,"77cong"
"3695",77,7.84596404615722,1,"doctor","Size","cong","Younger",2555.4,"77cong"
"3696",77,7.48476182440727,1,"dancer","Size","cong","Younger",1780.7,"77cong"
"3698",77,7.78497248687015,1,"tar","Colour","incon","Younger",2404.2,"77incon"
"3699",77,8.15737044118677,1,"trumpet","Colour","incon","Younger",3489,"77incon"
"3701",77,7.58974039483589,1,"gun","Size","incon","Younger",1977.8,"77incon"
"3702",77,7.7521202712847,1,"football","Size","incon","Younger",2326.5,"77incon"
"3704",77,7.5137092478397,1,"cloud","Colour","incon","Younger",1833,"77incon"
"3705",77,7.8331246747895,1,"chalk","Colour","incon","Younger",2522.8,"77incon"
"3706",77,7.54839790555993,1,"handbag","Size","incon","Younger",1897.7,"77incon"
"3707",77,7.65406400765631,1,"cup","Size","incon","Younger",2109.2,"77incon"
"3708",77,7.96613567676237,1,"tribe","Size","incon","Younger",2881.7,"77incon"
"3709",77,8.63873803149458,1,"highlighter","Colour","incon","Younger",5646.2,"77incon"
"3710",77,7.85976058468029,1,"paper","Colour","incon","Younger",2590.9,"77incon"
"3711",77,8.15064105680667,1,"lion","Colour","incon","Younger",3465.6,"77incon"
"3713",77,7.99974569134136,1,"theatre","Size","incon","Younger",2980.2,"77incon"
"3714",77,7.71726226065828,1,"lighter","Size","incon","Younger",2246.8,"77incon"
"3715",77,7.58120982619635,1,"blackboard","Colour","incon","Younger",1961,"77incon"
"3716",77,8.03957665740728,1,"bread","Colour","incon","Younger",3101.3,"77incon"
"3717",77,8.32358417020435,1,"dove","Colour","incon","Younger",4119.9,"77incon"
"3719",77,8.26317797643494,1,"chair","Size","incon","Younger",3878.4,"77incon"
"3720",77,7.96363402506335,1,"box","Size","incon","Younger",2874.5,"77incon"
"3721",78,7.83276786466816,1,"ham","Colour","cong","Older",2521.9,"78cong"
"3722",78,7.73643809233478,1,"blood","Colour","cong","Older",2290.3,"78cong"
"3723",78,8.15234205619333,1,"broccoli","Colour","cong","Older",3471.5,"78cong"
"3724",78,8.20390609024906,1,"hammer","Size","cong","Older",3655.2,"78cong"
"3725",78,7.74266240457991,1,"orange","Size","cong","Older",2304.6,"78cong"
"3726",78,7.89699903059488,1,"mouth","Size","cong","Older",2689.2,"78cong"
"3727",78,8.58916030213203,1,"coffee","Colour","cong","Older",5373.1,"78cong"
"3728",78,8.40956343631437,1,"ketchup","Colour","cong","Older",4489.8,"78cong"
"3729",78,8.07781963505689,1,"rhino","Colour","cong","Older",3222.2,"78cong"
"3730",78,7.73621975648971,1,"wasp","Size","cong","Older",2289.8,"78cong"
"3731",78,7.84019491259566,1,"goose","Size","cong","Older",2540.7,"78cong"
"3732",78,8.27032031340279,1,"donkey","Size","cong","Older",3906.2,"78cong"
"3733",78,7.91538467827168,1,"sunflower","Colour","cong","Older",2739.1,"78cong"
"3734",78,8.17134513887654,1,"gin","Colour","cong","Older",3538.1,"78cong"
"3735",78,8.12352818742382,1,"grass","Colour","cong","Older",3372.9,"78cong"
"3736",78,8.03540843643466,1,"window","Size","cong","Older",3088.4,"78cong"
"3737",78,8.56394318060519,1,"pen","Size","cong","Older",5239.3,"78cong"
"3738",78,7.95714230884087,1,"mop","Size","cong","Older",2855.9,"78cong"
"3739",78,8.14244155846402,1,"snow","Colour","cong","Older",3437.3,"78cong"
"3740",78,8.13317641451394,1,"butter","Colour","cong","Older",3405.6,"78cong"
"3741",78,7.93923011666276,1,"oregano","Colour","cong","Older",2805.2,"78cong"
"3742",78,7.96870031392049,1,"fork","Size","cong","Older",2889.1,"78cong"
"3743",78,8.28783034028811,1,"doctor","Size","cong","Older",3975.2,"78cong"
"3744",78,8.39493515787589,1,"dancer","Size","cong","Older",4424.6,"78cong"
"3745",78,8.24428149786791,1,"rice","Colour","incon","Older",3805.8,"78incon"
"3746",78,8.17636347475356,1,"tar","Colour","incon","Older",3555.9,"78incon"
"3747",78,7.89714776265435,1,"trumpet","Colour","incon","Older",2689.6,"78incon"
"3748",78,8.39818440483404,1,"diary","Size","incon","Older",4439,"78incon"
"3749",78,8.07778859987851,1,"gun","Size","incon","Older",3222.1,"78incon"
"3750",78,7.77850456388591,1,"football","Size","incon","Older",2388.7,"78incon"
"3752",78,8.00259378923067,1,"cloud","Colour","incon","Older",2988.7,"78incon"
"3753",78,7.89688746703143,1,"chalk","Colour","incon","Older",2688.9,"78incon"
"3754",78,7.71400790564735,1,"handbag","Size","incon","Older",2239.5,"78incon"
"3755",78,7.8780416506173,1,"cup","Size","incon","Older",2638.7,"78incon"
"3756",78,8.27029471274741,1,"tribe","Size","incon","Older",3906.1,"78incon"
"3757",78,8.31203689511641,1,"highlighter","Colour","incon","Older",4072.6,"78incon"
"3759",78,8.34799316951225,1,"lion","Colour","incon","Older",4221.7,"78incon"
"3760",78,8.14801179538532,1,"pencil","Size","incon","Older",3456.5,"78incon"
"3761",78,8.12802457127497,1,"theatre","Size","incon","Older",3388.1,"78incon"
"3763",78,8.64398442008386,1,"blackboard","Colour","incon","Older",5675.9,"78incon"
"3764",78,8.8449850047959,1,"bread","Colour","incon","Older",6939.5,"78incon"
"3765",78,8.47420217961114,1,"dove","Colour","incon","Older",4789.6,"78incon"
"3766",78,8.11847526976532,1,"stool","Size","incon","Older",3355.9,"78incon"
"3767",78,8.26124231712591,1,"chair","Size","incon","Older",3870.9,"78incon"
"3768",78,8.41314292811388,1,"box","Size","incon","Older",4505.9,"78incon"
"3769",79,8.05709236714186,1,"ham","Colour","cong","Older",3156.1,"79cong"
"3770",79,8.31169307527462,1,"blood","Colour","cong","Older",4071.2,"79cong"
"3771",79,7.71373995280545,1,"broccoli","Colour","cong","Older",2238.9,"79cong"
"3772",79,7.80180040190897,1,"hammer","Size","cong","Older",2445,"79cong"
"3773",79,7.5487140277965,1,"orange","Size","cong","Older",1898.3,"79cong"
"3774",79,8.10304045491051,1,"mouth","Size","cong","Older",3304.5,"79cong"
"3775",79,7.69005737085298,1,"coffee","Colour","cong","Older",2186.5,"79cong"
"3776",79,7.61411479101422,1,"ketchup","Colour","cong","Older",2026.6,"79cong"
"3777",79,7.9449884946404,1,"rhino","Colour","cong","Older",2821.4,"79cong"
"3778",79,7.58228013541399,1,"wasp","Size","cong","Older",1963.1,"79cong"
"3779",79,7.51103245511304,1,"goose","Size","cong","Older",1828.1,"79cong"
"3780",79,7.75074386778124,1,"donkey","Size","cong","Older",2323.3,"79cong"
"3781",79,8.03508459174774,1,"sunflower","Colour","cong","Older",3087.4,"79cong"
"3782",79,7.96178852425228,1,"gin","Colour","cong","Older",2869.2,"79cong"
"3783",79,8.03918964801747,1,"grass","Colour","cong","Older",3100.1,"79cong"
"3784",79,7.45170615317996,1,"window","Size","cong","Older",1722.8,"79cong"
"3785",79,7.70472178818108,1,"pen","Size","cong","Older",2218.8,"79cong"
"3786",79,7.79469958606106,1,"mop","Size","cong","Older",2427.7,"79cong"
"3787",79,7.30128274951726,1,"snow","Colour","cong","Older",1482.2,"79cong"
"3788",79,8.03970562726076,1,"butter","Colour","cong","Older",3101.7,"79cong"
"3789",79,7.94466945318003,1,"oregano","Colour","cong","Older",2820.5,"79cong"
"3790",79,7.85216688657295,1,"fork","Size","cong","Older",2571.3,"79cong"
"3791",79,7.86676061326383,1,"doctor","Size","cong","Older",2609.1,"79cong"
"3792",79,7.86107200969274,1,"dancer","Size","cong","Older",2594.3,"79cong"
"3793",79,7.57773618151024,1,"rice","Colour","incon","Older",1954.2,"79incon"
"3794",79,7.92746865004383,1,"tar","Colour","incon","Older",2772.4,"79incon"
"3795",79,8.2120529412973,1,"trumpet","Colour","incon","Older",3685.1,"79incon"
"3796",79,8.08014453264619,1,"diary","Size","incon","Older",3229.7,"79incon"
"3798",79,7.8104743308262,1,"football","Size","incon","Older",2466.3,"79incon"
"3799",79,7.35122240922331,1,"cranberry","Colour","incon","Older",1558.1,"79incon"
"3800",79,7.56739738098468,1,"cloud","Colour","incon","Older",1934.1,"79incon"
"3802",79,7.80498550811755,1,"handbag","Size","incon","Older",2452.8,"79incon"
"3803",79,8.16288686864969,1,"cup","Size","incon","Older",3508.3,"79incon"
"3805",79,8.1159093297013,1,"highlighter","Colour","incon","Older",3347.3,"79incon"
"3807",79,8.3514219199599,1,"lion","Colour","incon","Older",4236.2,"79incon"
"3808",79,8.11674547511986,1,"pencil","Size","incon","Older",3350.1,"79incon"
"3809",79,8.19839189990559,1,"theatre","Size","incon","Older",3635.1,"79incon"
"3810",79,8.19461597038654,1,"lighter","Size","incon","Older",3621.4,"79incon"
"3812",79,8.15401140956281,1,"bread","Colour","incon","Older",3477.3,"79incon"
"3814",79,8.07667069149267,1,"stool","Size","incon","Older",3218.5,"79incon"
"3815",79,8.53991312785249,1,"chair","Size","incon","Older",5114.9,"79incon"
"3816",79,8.12914551534514,1,"box","Size","incon","Older",3391.9,"79incon"
"3817",80,7.82759968905559,1,"ham","Colour","cong","Older",2508.9,"80cong"
"3818",80,8.06962401728526,1,"blood","Colour","cong","Older",3195.9,"80cong"
"3819",80,7.64554116116046,1,"broccoli","Colour","cong","Older",2091.3,"80cong"
"3821",80,7.63235267581533,1,"orange","Size","cong","Older",2063.9,"80cong"
"3822",80,7.88061536234419,1,"mouth","Size","cong","Older",2645.5,"80cong"
"3823",80,7.68840954698032,1,"coffee","Colour","cong","Older",2182.9,"80cong"
"3824",80,7.59649275105338,1,"ketchup","Colour","cong","Older",1991.2,"80cong"
"3825",80,7.6052430256405,1,"rhino","Colour","cong","Older",2008.7,"80cong"
"3826",80,7.81677967486425,1,"wasp","Size","cong","Older",2481.9,"80cong"
"3827",80,7.69129145926976,1,"goose","Size","cong","Older",2189.2,"80cong"
"3828",80,7.79815367889034,1,"donkey","Size","cong","Older",2436.1,"80cong"
"3829",80,8.10603189076319,1,"sunflower","Colour","cong","Older",3314.4,"80cong"
"3830",80,8.18459743154095,1,"gin","Colour","cong","Older",3585.3,"80cong"
"3831",80,8.26706377501704,1,"grass","Colour","cong","Older",3893.5,"80cong"
"3832",80,7.98833936513086,1,"window","Size","cong","Older",2946.4,"80cong"
"3833",80,7.96074238962397,1,"pen","Size","cong","Older",2866.2,"80cong"
"3834",80,7.75717944859935,1,"mop","Size","cong","Older",2338.3,"80cong"
"3835",80,8.24845062878385,1,"snow","Colour","cong","Older",3821.7,"80cong"
"3836",80,8.38822281011928,1,"butter","Colour","cong","Older",4395,"80cong"
"3837",80,8.28961482081191,1,"oregano","Colour","cong","Older",3982.3,"80cong"
"3838",80,7.83466938249342,1,"fork","Size","cong","Older",2526.7,"80cong"
"3839",80,8.09104566911287,1,"doctor","Size","cong","Older",3265.1,"80cong"
"3840",80,7.83857988063333,1,"dancer","Size","cong","Older",2536.6,"80cong"
"3842",80,7.92428945661464,1,"tar","Colour","incon","Older",2763.6,"80incon"
"3843",80,8.28296341436446,1,"trumpet","Colour","incon","Older",3955.9,"80incon"
"3844",80,8.09113754569206,1,"diary","Size","incon","Older",3265.4,"80incon"
"3845",80,7.71481133364987,1,"gun","Size","incon","Older",2241.3,"80incon"
"3846",80,7.89785393800101,1,"football","Size","incon","Older",2691.5,"80incon"
"3847",80,8.33079132145513,1,"cranberry","Colour","incon","Older",4149.7,"80incon"
"3850",80,7.70305282818702,1,"handbag","Size","incon","Older",2215.1,"80incon"
"3851",80,7.59397854446926,1,"cup","Size","incon","Older",1986.2,"80incon"
"3852",80,8.51601249466808,1,"tribe","Size","incon","Older",4994.1,"80incon"
"3853",80,8.56997537685521,1,"highlighter","Colour","incon","Older",5271,"80incon"
"3854",80,8.13795123134835,1,"paper","Colour","incon","Older",3421.9,"80incon"
"3856",80,8.12299437958197,1,"pencil","Size","incon","Older",3371.1,"80incon"
"3857",80,8.11659621470493,1,"theatre","Size","incon","Older",3349.6,"80incon"
"3858",80,8.32656523177871,1,"lighter","Size","incon","Older",4132.2,"80incon"
"3859",80,8.06780754324994,1,"blackboard","Colour","incon","Older",3190.1,"80incon"
"3860",80,8.16749386121393,1,"bread","Colour","incon","Older",3524.5,"80incon"
"3861",80,8.6399593462411,1,"dove","Colour","incon","Older",5653.1,"80incon"
"3862",80,8.27106244745602,1,"stool","Size","incon","Older",3909.1,"80incon"
"3863",80,8.53006992922992,1,"chair","Size","incon","Older",5064.8,"80incon"
"3864",80,7.93783887413032,1,"box","Size","incon","Older",2801.3,"80incon"
"3865",81,7.77304740988448,1,"ham","Colour","cong","Older",2375.7,"81cong"
"3866",81,7.8485825137012,1,"blood","Colour","cong","Older",2562.1,"81cong"
"3867",81,7.86955460608706,1,"broccoli","Colour","cong","Older",2616.4,"81cong"
"3869",81,7.93451346388226,1,"orange","Size","cong","Older",2792,"81cong"
"3870",81,7.94300169202843,1,"mouth","Size","cong","Older",2815.8,"81cong"
"3871",81,8.41516046585109,1,"coffee","Colour","cong","Older",4515,"81cong"
"3872",81,7.68390999852569,1,"ketchup","Colour","cong","Older",2173.1,"81cong"
"3873",81,8.00876469224997,1,"rhino","Colour","cong","Older",3007.2,"81cong"
"3874",81,7.83241092718792,1,"wasp","Size","cong","Older",2521,"81cong"
"3875",81,7.99345117571702,1,"goose","Size","cong","Older",2961.5,"81cong"
"3876",81,7.91300881590439,1,"donkey","Size","cong","Older",2732.6,"81cong"
"3877",81,8.32629899431752,1,"sunflower","Colour","cong","Older",4131.1,"81cong"
"3878",81,8.3991076099975,1,"gin","Colour","cong","Older",4443.1,"81cong"
"3879",81,7.99668753359694,1,"grass","Colour","cong","Older",2971.1,"81cong"
"3880",81,8.17077970390063,1,"window","Size","cong","Older",3536.1,"81cong"
"3881",81,7.74196789982069,1,"pen","Size","cong","Older",2303,"81cong"
"3882",81,8.27809808788796,1,"mop","Size","cong","Older",3936.7,"81cong"
"3883",81,8.16077535727909,1,"snow","Colour","cong","Older",3500.9,"81cong"
"3884",81,8.0896051662203,1,"butter","Colour","cong","Older",3260.4,"81cong"
"3885",81,7.89666430255828,1,"oregano","Colour","cong","Older",2688.3,"81cong"
"3886",81,8.13153071060425,1,"fork","Size","cong","Older",3400,"81cong"
"3887",81,8.34186313701103,1,"doctor","Size","cong","Older",4195.9,"81cong"
"3888",81,7.99105086353835,1,"dancer","Size","cong","Older",2954.4,"81cong"
"3889",81,8.78180109089742,1,"rice","Colour","incon","Older",6514.6,"81incon"
"3890",81,8.04404863461794,1,"tar","Colour","incon","Older",3115.2,"81incon"
"3891",81,8.15237086177009,1,"trumpet","Colour","incon","Older",3471.6,"81incon"
"3892",81,8.2640800034796,1,"diary","Size","incon","Older",3881.9,"81incon"
"3893",81,8.47824444127766,1,"gun","Size","incon","Older",4809,"81incon"
"3894",81,8.11042723757502,1,"football","Size","incon","Older",3329,"81incon"
"3895",81,8.41138813251926,1,"cranberry","Colour","incon","Older",4498,"81incon"
"3896",81,8.23358281833451,1,"cloud","Colour","incon","Older",3765.3,"81incon"
"3897",81,8.39104022541566,1,"chalk","Colour","incon","Older",4407.4,"81incon"
"3898",81,7.92367412766572,1,"handbag","Size","incon","Older",2761.9,"81incon"
"3899",81,7.90790910386328,1,"cup","Size","incon","Older",2718.7,"81incon"
"3900",81,8.32151888209157,1,"tribe","Size","incon","Older",4111.4,"81incon"
"3901",81,7.97011843497513,1,"highlighter","Colour","incon","Older",2893.2,"81incon"
