"","participant","rt","accuracy","item","task","control","AgeGroup","rawrt","condition"
"1455",31,8.07024962336153,1,"grass","Colour","cong","Older",3197.9,"31cong"
"1456",31,8.88787359936719,1,"window","Size","cong","Older",7243.6,"31cong"
"1457",31,8.09809558157678,1,"pen","Size","cong","Older",3288.2,"31cong"
"1458",31,8.32154320441095,1,"mop","Size","cong","Older",4111.5,"31cong"
"1459",31,8.23626161633463,1,"snow","Colour","cong","Older",3775.4,"31cong"
"1460",31,7.92338443003559,1,"butter","Colour","cong","Older",2761.1,"31cong"
"1461",31,8.10088955812708,1,"oregano","Colour","cong","Older",3297.4,"31cong"
"1462",31,7.85538962713622,1,"fork","Size","cong","Older",2579.6,"31cong"
"1463",31,8.19157384851279,1,"doctor","Size","cong","Older",3610.4,"31cong"
"1464",31,8.54303636137375,1,"dancer","Size","cong","Older",5130.9,"31cong"
"1467",31,9.62413734020388,1,"trumpet","Colour","incon","Older",15125.5,"31incon"
"1468",31,9.03593936464996,1,"diary","Size","incon","Older",8399.6,"31incon"
"1469",31,8.483553674372,1,"gun","Size","incon","Older",4834.6,"31incon"
"1470",31,8.22641299138622,1,"football","Size","incon","Older",3738.4,"31incon"
"1471",31,7.81168998864671,1,"cranberry","Colour","incon","Older",2469.3,"31incon"
"1472",31,7.77098272991368,1,"cloud","Colour","incon","Older",2370.8,"31incon"
"1473",31,8.53862194682953,1,"chalk","Colour","incon","Older",5108.3,"31incon"
"1474",31,8.0774781951082,1,"handbag","Size","incon","Older",3221.1,"31incon"
"1475",31,8.40983067308774,1,"cup","Size","incon","Older",4491,"31incon"
"1476",31,8.6172376015918,1,"tribe","Size","incon","Older",5526.1,"31incon"
"1477",31,8.59707588628841,1,"highlighter","Colour","incon","Older",5415.8,"31incon"
"1478",31,9.12129055514267,1,"paper","Colour","incon","Older",9148,"31incon"
"1479",31,9.0458076514558,1,"lion","Colour","incon","Older",8482.9,"31incon"
"1480",31,8.73958445983661,1,"pencil","Size","incon","Older",6245.3,"31incon"
"1481",31,8.89210286747899,1,"theatre","Size","incon","Older",7274.3,"31incon"
"1482",31,8.39768867486151,1,"lighter","Size","incon","Older",4436.8,"31incon"
"1483",31,8.24910457405886,1,"blackboard","Colour","incon","Older",3824.2,"31incon"
"1484",31,8.90663731280356,1,"bread","Colour","incon","Older",7380.8,"31incon"
"1485",31,8.30067762639225,1,"dove","Colour","incon","Older",4026.6,"31incon"
"1486",31,8.26734625726748,1,"stool","Size","incon","Older",3894.6,"31incon"
"1487",31,8.82436901993898,1,"chair","Size","incon","Older",6797.9,"31incon"
"1488",31,8.45325182527946,1,"box","Size","incon","Older",4690.3,"31incon"
"1489",32,7.9402277651457,1,"ham","Colour","cong","Younger",2808,"32cong"
"1490",32,7.46948312067525,1,"blood","Colour","cong","Younger",1753.7,"32cong"
"1491",32,7.24064969425547,1,"broccoli","Colour","cong","Younger",1395,"32cong"
"1492",32,7.77051864383848,1,"hammer","Size","cong","Younger",2369.7,"32cong"
"1493",32,7.09854091418822,1,"orange","Size","cong","Younger",1210.2,"32cong"
"1494",32,7.48358181696554,1,"mouth","Size","cong","Younger",1778.6,"32cong"
"1495",32,6.99539978883418,1,"coffee","Colour","cong","Younger",1091.6,"32cong"
"1496",32,7.53470923680728,1,"ketchup","Colour","cong","Younger",1871.9,"32cong"
"1497",32,7.26206743373168,1,"rhino","Colour","cong","Younger",1425.2,"32cong"
"1498",32,7.14417037248959,1,"wasp","Size","cong","Younger",1266.7,"32cong"
"1499",32,7.09415185492923,1,"goose","Size","cong","Younger",1204.9,"32cong"
"1500",32,7.18818612471973,1,"donkey","Size","cong","Younger",1323.7,"32cong"
"1502",32,7.33223839292606,1,"gin","Colour","cong","Younger",1528.8,"32cong"
"1503",32,7.50119261539307,1,"grass","Colour","cong","Younger",1810.2,"32cong"
"1504",32,7.3877711183546,1,"window","Size","cong","Younger",1616.1,"32cong"
"1505",32,7.09920174355309,1,"pen","Size","cong","Younger",1211,"32cong"
"1506",32,7.25467277346489,1,"mop","Size","cong","Younger",1414.7,"32cong"
"1507",32,7.26024146229941,1,"snow","Colour","cong","Younger",1422.6,"32cong"
"1508",32,7.40245152081824,1,"butter","Colour","cong","Younger",1640,"32cong"
"1509",32,7.65874674922652,1,"oregano","Colour","cong","Younger",2119.1,"32cong"
"1510",32,7.53679051407484,1,"fork","Size","cong","Younger",1875.8,"32cong"
"1511",32,7.87420666404791,1,"doctor","Size","cong","Younger",2628.6,"32cong"
"1512",32,7.592113953509,1,"dancer","Size","cong","Younger",1982.5,"32cong"
"1514",32,7.61849676794303,1,"tar","Colour","incon","Younger",2035.5,"32incon"
"1515",32,7.66884144255028,1,"trumpet","Colour","incon","Younger",2140.6,"32incon"
"1517",32,7.74534906390711,1,"gun","Size","incon","Younger",2310.8,"32incon"
"1518",32,7.49964462746786,1,"football","Size","incon","Younger",1807.4,"32incon"
"1519",32,7.68464600297494,1,"cranberry","Colour","incon","Younger",2174.7,"32incon"
"1520",32,7.54062152865715,1,"cloud","Colour","incon","Younger",1883,"32incon"
"1521",32,7.66148002142769,1,"chalk","Colour","incon","Younger",2124.9,"32incon"
"1522",32,7.78426514084445,1,"handbag","Size","incon","Younger",2402.5,"32incon"
"1523",32,7.50532724461905,1,"cup","Size","incon","Younger",1817.7,"32incon"
"1524",32,7.2487174208762,1,"tribe","Size","incon","Younger",1406.3,"32incon"
"1525",32,7.40737838824013,1,"highlighter","Colour","incon","Younger",1648.1,"32incon"
"1526",32,7.80628928926703,1,"paper","Colour","incon","Younger",2456,"32incon"
"1527",32,8.03996351707876,1,"lion","Colour","incon","Younger",3102.5,"32incon"
"1529",32,7.78326568213467,1,"theatre","Size","incon","Younger",2400.1,"32incon"
"1532",32,8.00939630971026,1,"bread","Colour","incon","Younger",3009.1,"32incon"
"1533",32,8.09419527801577,1,"dove","Colour","incon","Younger",3275.4,"32incon"
"1535",32,7.67070833378605,1,"chair","Size","incon","Younger",2144.6,"32incon"
"1536",32,7.75773525356887,1,"box","Size","incon","Younger",2339.6,"32incon"
"1537",33,7.80429218236943,1,"ham","Colour","cong","Older",2451.1,"33cong"
"1538",33,7.86722043624009,1,"blood","Colour","cong","Older",2610.3,"33cong"
"1539",33,7.5921643935988,1,"broccoli","Colour","cong","Older",1982.6,"33cong"
"1540",33,8.8629790640228,1,"hammer","Size","cong","Older",7065.5,"33cong"
"1541",33,7.62383743082458,1,"orange","Size","cong","Older",2046.4,"33cong"
"1542",33,8.39890502820441,1,"mouth","Size","cong","Older",4442.2,"33cong"
"1543",33,8.16970449582919,1,"coffee","Colour","cong","Older",3532.3,"33cong"
"1544",33,7.63867982387611,1,"ketchup","Colour","cong","Older",2077,"33cong"
"1545",33,8.13502459985851,1,"rhino","Colour","cong","Older",3411.9,"33cong"
"1546",33,7.56039291620387,1,"wasp","Size","cong","Older",1920.6,"33cong"
"1547",33,7.80832305039106,1,"goose","Size","cong","Older",2461,"33cong"
"1548",33,7.83399634170946,1,"donkey","Size","cong","Older",2525,"33cong"
"1549",33,8.22689436491462,1,"sunflower","Colour","cong","Older",3740.2,"33cong"
"1550",33,8.11880299698004,1,"gin","Colour","cong","Older",3357,"33cong"
"1551",33,8.82456023718442,1,"grass","Colour","cong","Older",6799.2,"33cong"
"1552",33,8.72849085644671,1,"window","Size","cong","Older",6176.4,"33cong"
"1553",33,8.20086470037434,1,"pen","Size","cong","Older",3644.1,"33cong"
"1554",33,7.7546959327215,1,"mop","Size","cong","Older",2332.5,"33cong"
"1555",33,8.0470615539778,1,"snow","Colour","cong","Older",3124.6,"33cong"
"1556",33,8.26273955525991,1,"butter","Colour","cong","Older",3876.7,"33cong"
"1557",33,7.95440738427499,1,"oregano","Colour","cong","Older",2848.1,"33cong"
"1558",33,8.02381448125397,1,"fork","Size","cong","Older",3052.8,"33cong"
"1559",33,8.00600083374492,1,"doctor","Size","cong","Older",2998.9,"33cong"
"1560",33,7.97896211195965,1,"dancer","Size","cong","Older",2918.9,"33cong"
"1561",33,7.87872357214699,1,"rice","Colour","incon","Older",2640.5,"33incon"
"1562",33,7.87405448020954,1,"tar","Colour","incon","Older",2628.2,"33incon"
"1563",33,8.62275968585898,1,"trumpet","Colour","incon","Older",5556.7,"33incon"
"1564",33,8.57304408415624,1,"diary","Size","incon","Older",5287.2,"33incon"
"1565",33,8.23132281019372,1,"gun","Size","incon","Older",3756.8,"33incon"
"1566",33,7.85434240508764,1,"football","Size","incon","Older",2576.9,"33incon"
"1567",33,7.89241468757422,1,"cranberry","Colour","incon","Older",2676.9,"33incon"
"1568",33,7.70697272326915,1,"cloud","Colour","incon","Older",2223.8,"33incon"
"1569",33,7.95384544839114,1,"chalk","Colour","incon","Older",2846.5,"33incon"
"1570",33,8.13771741576932,1,"handbag","Size","incon","Older",3421.1,"33incon"
"1571",33,8.28425179762192,1,"cup","Size","incon","Older",3961,"33incon"
"1572",33,7.84129636426282,1,"tribe","Size","incon","Older",2543.5,"33incon"
"1573",33,8.84499941495217,1,"highlighter","Colour","incon","Older",6939.6,"33incon"
"1574",33,8.30144721048246,1,"paper","Colour","incon","Older",4029.7,"33incon"
"1575",33,8.92696899511149,1,"lion","Colour","incon","Older",7532.4,"33incon"
"1576",33,8.17199499409472,1,"pencil","Size","incon","Older",3540.4,"33incon"
"1577",33,8.22496747891458,1,"theatre","Size","incon","Older",3733,"33incon"
"1579",33,8.15854487308298,1,"blackboard","Colour","incon","Older",3493.1,"33incon"
"1581",33,7.93901620529255,1,"dove","Colour","incon","Older",2804.6,"33incon"
"1582",33,8.62989668132932,1,"stool","Size","incon","Older",5596.5,"33incon"
"1583",33,8.66221086343369,1,"chair","Size","incon","Older",5780.3,"33incon"
"1584",33,8.33629462169577,1,"box","Size","incon","Older",4172.6,"33incon"
"1585",34,7.87898863832042,1,"sunflower","Colour","cong","Older",2641.2,"34cong"
"1586",34,8.50212016191872,1,"ham","Colour","cong","Older",4925.2,"34cong"
"1587",34,8.12852620158395,1,"blood","Colour","cong","Older",3389.8,"34cong"
"1588",34,7.49426334905237,1,"broccoli","Colour","cong","Older",1797.7,"34cong"
"1589",34,8.12946976478423,1,"gin","Colour","cong","Older",3393,"34cong"
"1590",34,8.07757132665658,1,"grass","Colour","cong","Older",3221.4,"34cong"
"1591",34,8.22964444340969,1,"coffee","Colour","cong","Older",3750.5,"34cong"
"1592",34,8.3925592417481,1,"snow","Colour","cong","Older",4414.1,"34cong"
"1593",34,7.56195370940351,1,"ketchup","Colour","cong","Older",1923.6,"34cong"
"1594",34,7.62065606602892,1,"rhino","Colour","cong","Older",2039.9,"34cong"
"1595",34,8.23636755976094,1,"butter","Colour","cong","Older",3775.8,"34cong"
"1596",34,7.88532923927319,1,"oregano","Colour","cong","Older",2658,"34cong"
"1597",34,8.89379232388973,1,"window","Size","cong","Older",7286.6,"34cong"
"1598",34,8.60589979735963,1,"hammer","Size","cong","Older",5463.8,"34cong"
"1599",34,7.69484807238461,1,"pen","Size","cong","Older",2197,"34cong"
"1600",34,7.7628512265281,1,"orange","Size","cong","Older",2351.6,"34cong"
"1601",34,8.03731698829418,1,"mouth","Size","cong","Older",3094.3,"34cong"
"1602",34,8.12908654960422,1,"mop","Size","cong","Older",3391.7,"34cong"
"1603",34,7.78305733577894,1,"wasp","Size","cong","Older",2399.6,"34cong"
"1604",34,8.0563316456877,1,"fork","Size","cong","Older",3153.7,"34cong"
"1605",34,7.98596075787258,1,"goose","Size","cong","Older",2939.4,"34cong"
"1606",34,8.15980370653964,1,"donkey","Size","cong","Older",3497.5,"34cong"
"1607",34,8.04850070225056,1,"doctor","Size","cong","Older",3129.1,"34cong"
"1608",34,8.2596652132402,1,"dancer","Size","cong","Older",3864.8,"34cong"
"1609",34,8.66590625703636,1,"highlighter","Colour","incon","Older",5801.7,"34incon"
"1610",34,9.52985535794634,1,"paper","Colour","incon","Older",13764.6,"34incon"
"1612",34,7.98881440840266,1,"tar","Colour","incon","Older",2947.8,"34incon"
"1613",34,9.30722204361287,1,"lion","Colour","incon","Older",11017.3,"34incon"
"1614",34,8.76344370860336,1,"trumpet","Colour","incon","Older",6396.1,"34incon"
"1618",34,7.87119673664262,1,"cloud","Colour","incon","Older",2620.7,"34incon"
"1621",34,8.89364135045391,1,"diary","Size","incon","Older",7285.5,"34incon"
"1622",34,8.65935225839112,1,"pencil","Size","incon","Older",5763.8,"34incon"
"1624",34,8.08628719082612,1,"football","Size","incon","Older",3249.6,"34incon"
"1625",34,8.35693053814123,1,"theatre","Size","incon","Older",4259.6,"34incon"
"1626",34,8.96991077411845,1,"lighter","Size","incon","Older",7862.9,"34incon"
"1627",34,8.64264452813255,1,"stool","Size","incon","Older",5668.3,"34incon"
"1628",34,7.82003798945875,1,"handbag","Size","incon","Older",2490,"34incon"
"1629",34,8.4561472308491,1,"cup","Size","incon","Older",4703.9,"34incon"
"1630",34,9.19082110452981,1,"chair","Size","incon","Older",9806.7,"34incon"
"1631",34,8.29841509761167,1,"box","Size","incon","Older",4017.5,"34incon"
"1632",34,8.06202300072841,1,"tribe","Size","incon","Older",3171.7,"34incon"
"1633",35,7.72103828078206,1,"ham","Colour","cong","Older",2255.3,"35cong"
"1634",35,8.03783393444637,1,"blood","Colour","cong","Older",3095.9,"35cong"
"1635",35,7.60270084148346,1,"broccoli","Colour","cong","Older",2003.6,"35cong"
"1636",35,8.22708150317023,1,"hammer","Size","cong","Older",3740.9,"35cong"
"1637",35,7.79716801204805,1,"orange","Size","cong","Older",2433.7,"35cong"
"1638",35,8.27205962221041,1,"mouth","Size","cong","Older",3913,"35cong"
"1639",35,7.72125995620582,1,"coffee","Colour","cong","Older",2255.8,"35cong"
"1640",35,7.63312760683682,1,"ketchup","Colour","cong","Older",2065.5,"35cong"
"1641",35,7.70318825308283,1,"rhino","Colour","cong","Older",2215.4,"35cong"
"1642",35,7.73661272669453,1,"wasp","Size","cong","Older",2290.7,"35cong"
"1643",35,8.26791098249233,1,"goose","Size","cong","Older",3896.8,"35cong"
"1644",35,8.22107564014335,1,"donkey","Size","cong","Older",3718.5,"35cong"
"1645",35,8.52028839632354,1,"sunflower","Colour","cong","Older",5015.5,"35cong"
"1646",35,8.1412189220751,1,"gin","Colour","cong","Older",3433.1,"35cong"
"1647",35,8.05696562041334,1,"grass","Colour","cong","Older",3155.7,"35cong"
"1648",35,8.25769681063623,1,"window","Size","cong","Older",3857.2,"35cong"
"1649",35,8.00051715397207,1,"pen","Size","cong","Older",2982.5,"35cong"
"1650",35,8.05226466203725,1,"mop","Size","cong","Older",3140.9,"35cong"
"1651",35,7.76984322484198,1,"snow","Colour","cong","Older",2368.1,"35cong"
"1652",35,7.98989937494294,1,"butter","Colour","cong","Older",2951,"35cong"
"1653",35,7.97232807542672,1,"oregano","Colour","cong","Older",2899.6,"35cong"
"1654",35,8.07109357121189,1,"fork","Size","cong","Older",3200.6,"35cong"
"1655",35,8.22158646836831,1,"doctor","Size","cong","Older",3720.4,"35cong"
"1656",35,8.10310097660755,1,"dancer","Size","cong","Older",3304.7,"35cong"
"1659",35,8.29289897834463,1,"trumpet","Colour","incon","Older",3995.4,"35incon"
"1661",35,8.35493305195884,1,"gun","Size","incon","Older",4251.1,"35incon"
"1662",35,7.99074618674729,1,"football","Size","incon","Older",2953.5,"35incon"
"1664",35,7.64170845393434,1,"cloud","Colour","incon","Older",2083.3,"35incon"
"1665",35,7.94420843574186,1,"chalk","Colour","incon","Older",2819.2,"35incon"
"1666",35,8.08508632236164,1,"handbag","Size","incon","Older",3245.7,"35incon"
"1667",35,8.56697334157826,1,"cup","Size","incon","Older",5255.2,"35incon"
"1668",35,7.98823754077778,1,"tribe","Size","incon","Older",2946.1,"35incon"
"1669",35,8.43126486408018,1,"highlighter","Colour","incon","Older",4588.3,"35incon"
"1671",35,8.4361132793655,1,"lion","Colour","incon","Older",4610.6,"35incon"
"1673",35,8.65718119519411,1,"theatre","Size","incon","Older",5751.3,"35incon"
"1677",35,8.37232925598071,1,"dove","Colour","incon","Older",4325.7,"35incon"
"1679",35,8.52813313145457,1,"chair","Size","incon","Older",5055,"35incon"
"1680",35,8.41149928685717,1,"box","Size","incon","Older",4498.5,"35incon"
"1681",36,8.04965053149986,1,"ham","Colour","cong","Older",3132.7,"36cong"
"1682",36,8.04587670074496,1,"blood","Colour","cong","Older",3120.9,"36cong"
"1683",36,7.50499710265501,1,"broccoli","Colour","cong","Older",1817.1,"36cong"
"1684",36,7.85720995723472,1,"hammer","Size","cong","Older",2584.3,"36cong"
"1685",36,7.50323450236392,1,"orange","Size","cong","Older",1813.9,"36cong"
"1686",36,7.76472054477148,1,"mouth","Size","cong","Older",2356,"36cong"
"1687",36,8.76272426160808,1,"coffee","Colour","cong","Older",6391.5,"36cong"
"1688",36,7.29770057543226,1,"ketchup","Colour","cong","Older",1476.9,"36cong"
"1689",36,8.11219797289267,1,"rhino","Colour","cong","Older",3334.9,"36cong"
"1690",36,7.47652900470232,1,"wasp","Size","cong","Older",1766.1,"36cong"
"1691",36,7.51403652652042,1,"goose","Size","cong","Older",1833.6,"36cong"
"1692",36,7.56729396836825,1,"donkey","Size","cong","Older",1933.9,"36cong"
"1693",36,8.03605581135207,1,"sunflower","Colour","cong","Older",3090.4,"36cong"
"1694",36,7.91406951350388,1,"gin","Colour","cong","Older",2735.5,"36cong"
"1695",36,8.19519568854934,1,"grass","Colour","cong","Older",3623.5,"36cong"
"1696",36,8.65007937593877,1,"window","Size","cong","Older",5710.6,"36cong"
"1697",36,7.60564121388926,1,"pen","Size","cong","Older",2009.5,"36cong"
"1698",36,7.74755365986778,1,"mop","Size","cong","Older",2315.9,"36cong"
"1700",36,7.96349486074485,1,"butter","Colour","cong","Older",2874.1,"36cong"
"1701",36,7.95050243480885,1,"oregano","Colour","cong","Older",2837,"36cong"
"1702",36,7.6906974586583,1,"fork","Size","cong","Older",2187.9,"36cong"
"1703",36,7.65605330400693,1,"doctor","Size","cong","Older",2113.4,"36cong"
"1704",36,7.84756720589764,1,"dancer","Size","cong","Older",2559.5,"36cong"
"1706",36,9.29404712804918,1,"tar","Colour","incon","Older",10873.1,"36incon"
"1707",36,8.98385373878571,1,"trumpet","Colour","incon","Older",7973.3,"36incon"
"1711",36,8.86471840393653,1,"cranberry","Colour","incon","Older",7077.8,"36incon"
"1712",36,8.5029522691259,1,"cloud","Colour","incon","Older",4929.3,"36incon"
"1713",36,8.33586314291544,1,"chalk","Colour","incon","Older",4170.8,"36incon"
"1714",36,8.40778003042905,1,"handbag","Size","incon","Older",4481.8,"36incon"
"1715",36,8.52162336369555,1,"cup","Size","incon","Older",5022.2,"36incon"
"1716",36,7.54396166907927,1,"tribe","Size","incon","Older",1889.3,"36incon"
"1719",36,9.49053699824906,1,"lion","Colour","incon","Older",13233.9,"36incon"
"1720",36,8.23626161633463,1,"pencil","Size","incon","Older",3775.4,"36incon"
"1721",36,8.29212278490831,1,"theatre","Size","incon","Older",3992.3,"36incon"
"1722",36,8.34882187594901,1,"lighter","Size","incon","Older",4225.2,"36incon"
"1723",36,8.72163494929428,1,"blackboard","Colour","incon","Older",6134.2,"36incon"
"1725",36,9.12417227568905,1,"dove","Colour","incon","Older",9174.4,"36incon"
"1726",36,8.76563015041705,1,"stool","Size","incon","Older",6410.1,"36incon"
"1727",36,8.0222737246673,1,"chair","Size","incon","Older",3048.1,"36incon"
"1728",36,9.4181672191785,1,"box","Size","incon","Older",12310,"36incon"
"1729",37,7.43620468750168,1,"ham","Colour","cong","Older",1696.3,"37cong"
"1730",37,7.59165987817515,1,"blood","Colour","cong","Older",1981.6,"37cong"
"1731",37,7.44237555131384,1,"broccoli","Colour","cong","Older",1706.8,"37cong"
"1732",37,7.08506429395255,1,"hammer","Size","cong","Older",1194,"37cong"
