participant,Item,Rule,Response,Trial,TrialType,accuracy,rt,Agegroup,Context,accuracy01
49,brain,OBJECT,brain,70,nonswitch,0,X,Older,Dual,0
95,present,OBJECT,present,70,nonswitch,0,X,Older,Dual,0
19,present,ACTION,give,71,switch,0,X,Younger,Dual,0
45,present,ACTION,give,71,switch,0,X,Younger,Dual,0
74,present,ACTION,give,71,switch,0,X,Older,Dual,0
95,trophy,ACTION,win,71,switch,0,X,Older,Dual,0
34,trophy,ACTION,win,72,nonswitch,0,X,Older,Dual,0
47,trophy,ACTION,win,72,nonswitch,0,X,Younger,Dual,0
68,trophy,ACTION,win,72,nonswitch,0,X,Younger,Dual,0
95,newspaper,OBJECT,newspaper,72,switch,0,X,Older,Dual,0
58,suitcase,OBJECT,suitcase,73,nonswitch,0,X,Younger,Dual,0
69,suitcase,OBJECT,suitcase,73,nonswitch,0,X,Older,Dual,0
95,suitcase,OBJECT,suitcase,73,nonswitch,0,X,Older,Dual,0
5,broom,OBJECT,broom,74,switch,0,X,Younger,Dual,0
95,knife,ACTION,cut,74,switch,0,X,Older,Dual,0
4,newspaper,ACTION,read,75,switch,0,X,Younger,Dual,0
15,coat,ACTION,wear,75,nonswitch,0,X,Younger,Dual,0
47,newspaper,ACTION,read,75,switch,0,X,Younger,Dual,0
78,newspaper,ACTION,read,75,switch,0,X,Older,Dual,0
95,coat,ACTION,wear,75,nonswitch,0,X,Older,Dual,0
95,eye,OBJECT,eye,76,switch,0,X,Older,Dual,0
16,broom,OBJECT,broom,77,nonswitch,0,X,Younger,Dual,0
18,broom,OBJECT,broom,77,nonswitch,0,X,Younger,Dual,0
53,broom,OBJECT,broom,77,nonswitch,0,X,Younger,Dual,0
54,broom,OBJECT,broom,77,nonswitch,0,X,Older,Dual,0
86,broom,OBJECT,broom,77,nonswitch,0,X,Older,Dual,0
91,broom,OBJECT,broom,77,nonswitch,0,X,Older,Dual,0
95,broom,OBJECT,broom,77,nonswitch,0,X,Older,Dual,0
16,strawberry,ACTION,eat,78,switch,0,X,Younger,Dual,0
23,newspaper,ACTION,read,78,switch,0,X,Younger,Dual,0
51,newspaper,ACTION,read,78,switch,0,X,Older,Dual,0
95,newspaper,ACTION,read,78,switch,0,X,Older,Dual,0
3,cake,ACTION,bake,79,nonswitch,0,X,Younger,Dual,0
4,cake,ACTION,bake,79,nonswitch,0,X,Younger,Dual,0
14,ladder,ACTION,climb,79,nonswitch,0,X,Younger,Dual,0
16,cake,ACTION,bake,79,nonswitch,0,X,Younger,Dual,0
57,cake,ACTION,bake,79,nonswitch,0,X,Younger,Dual,0
95,ladder,ACTION,climb,79,nonswitch,0,X,Older,Dual,0
98,cake,ACTION,bake,79,nonswitch,0,X,Older,Dual,0
1,trophy,OBJECT,trophy,80,switch,0,X,Younger,Dual,0
11,trophy,OBJECT,trophy,80,switch,0,X,Younger,Dual,0
47,ladder,OBJECT,ladder,80,switch,0,X,Younger,Dual,0
84,trophy,OBJECT,trophy,80,switch,0,X,Older,Dual,0
89,ladder,OBJECT,ladder,80,switch,0,X,Younger,Dual,0
95,trophy,OBJECT,trophy,80,switch,0,X,Older,Dual,0
15,eye,ACTION,see,81,X,0,X,Younger,Dual,0
79,knife,OBJECT,knife,81,X,0,X,Older,Dual,0
12,cup,ACTION,drink,82,switch,0,X,Younger,Dual,0
20,newspaper,ACTION,read,82,nonswitch,0,X,Younger,Dual,0
3,present,OBJECT,present,84,nonswitch,0,X,Younger,Dual,0
5,present,OBJECT,present,84,nonswitch,0,X,Younger,Dual,0
54,teeth,OBJECT,teeth,85,nonswitch,0,X,Older,Dual,0
99,cup,OBJECT,cup,85,nonswitch,0,X,Older,Dual,0
1,pen,ACTION,write,86,switch,0,X,Younger,Dual,0
11,pen,ACTION,write,86,switch,0,X,Younger,Dual,0
25,pen,ACTION,write,86,switch,0,X,Older,Dual,0
47,broom,ACTION,sweep,86,switch,0,X,Younger,Dual,0
15,soap,ACTION,wash,87,nonswitch,0,X,Younger,Dual,0
16,cake,ACTION,bake,87,nonswitch,0,X,Younger,Dual,0
18,soap,ACTION,wash,87,nonswitch,0,X,Younger,Dual,0
35,cake,ACTION,bake,87,nonswitch,0,X,Older,Dual,0
53,soap,ACTION,wash,87,nonswitch,0,X,Younger,Dual,0
67,present,ACTION,give,89,switch,0,X,Younger,Dual,0
19,pen,OBJECT,pen,90,switch,0,X,Younger,Dual,0
5,toy,OBJECT,toy,91,nonswitch,0,X,Younger,Dual,0
11,pen,OBJECT,pen,91,switch,0,X,Younger,Dual,0
70,cup,ACTION,drink,92,switch,0,X,Older,Dual,0
91,cup,ACTION,drink,92,switch,0,X,Older,Dual,0
5,suitcase,OBJECT,suitcase,93,nonswitch,0,X,Younger,Dual,0
12,suitcase,OBJECT,suitcase,93,nonswitch,0,X,Younger,Dual,0
47,brain,ACTION,think,94,switch,0,X,Younger,Dual,0
1,teeth,OBJECT,teeth,95,nonswitch,0,X,Younger,Dual,0
47,broom,ACTION,sweep,95,nonswitch,0,X,Younger,Dual,0
91,teeth,OBJECT,teeth,95,nonswitch,0,X,Older,Dual,0
97,teeth,OBJECT,teeth,95,nonswitch,0,X,Younger,Dual,0
3,suitcase,OBJECT,suitcase,96,switch,0,X,Younger,Dual,0
5,suitcase,OBJECT,suitcase,96,switch,0,X,Younger,Dual,0
12,suitcase,OBJECT,suitcase,96,switch,0,X,Younger,Dual,0
16,suitcase,OBJECT,suitcase,96,switch,0,X,Younger,Dual,0
9,suitcase,ACTION,pack,97,nonswitch,0,X,Younger,Dual,0
16,cup,OBJECT,cup,97,nonswitch,0,X,Younger,Dual,0
26,cup,OBJECT,cup,97,nonswitch,0,X,Younger,Dual,0
34,eye,OBJECT,eye,99,switch,0,X,Older,Dual,0
54,eye,OBJECT,eye,99,switch,0,X,Older,Dual,0
5,broom,OBJECT,broom,100,nonswitch,0,X,Younger,Dual,0
10,broom,OBJECT,broom,100,nonswitch,0,X,Younger,Dual,0
95,ladder,OBJECT,ladder,100,nonswitch,0,X,Older,Dual,0
5,ladder,ACTION,climb,101,switch,0,X,Younger,Dual,0
83,ladder,ACTION,climb,101,switch,0,X,Older,Dual,0
34,trophy,ACTION,win,102,nonswitch,0,X,Older,Dual,0
63,ladder,ACTION,climb,102,switch,0,X,Younger,Dual,0
95,ladder,ACTION,climb,102,switch,0,X,Older,Dual,0
5,brain,OBJECT,brain,103,switch,0,X,Younger,Dual,0
80,candle,OBJECT,candle,106,nonswitch,0,X,Older,Dual,0
5,newspaper,ACTION,read,107,switch,0,X,Younger,Dual,0
7,newspaper,ACTION,read,107,switch,0,X,Younger,Dual,0
19,newspaper,ACTION,read,107,switch,0,X,Younger,Dual,0
68,newspaper,ACTION,read,107,switch,0,X,Younger,Dual,0
97,coat,ACTION,wear,107,switch,0,X,Younger,Dual,0
15,suitcase,ACTION,pack,108,nonswitch,0,X,Younger,Dual,0
16,strawberry,ACTION,eat,108,nonswitch,0,X,Younger,Dual,0
20,suitcase,ACTION,pack,108,nonswitch,0,X,Younger,Dual,0
67,strawberry,ACTION,eat,108,nonswitch,0,X,Younger,Dual,0
19,teeth,OBJECT,teeth,109,switch,0,X,Younger,Dual,0
23,trophy,OBJECT,trophy,109,switch,0,X,Younger,Dual,0
3,teeth,ACTION,brush,111,switch,0,X,Younger,Dual,0
5,teeth,ACTION,brush,111,switch,0,X,Younger,Dual,0
9,present,ACTION,give,111,switch,0,X,Younger,Dual,0
15,present,ACTION,give,111,switch,0,X,Younger,Dual,0
23,present,ACTION,give,111,switch,0,X,Younger,Dual,0
50,present,ACTION,give,111,switch,0,X,Older,Dual,0
82,present,ACTION,give,111,switch,0,X,Younger,Dual,0
15,trophy,ACTION,win,112,nonswitch,0,X,Younger,Dual,0
23,trophy,ACTION,win,112,nonswitch,0,X,Younger,Dual,0
31,trophy,ACTION,win,112,nonswitch,0,X,Older,Dual,0
35,pen,ACTION,write,112,nonswitch,0,X,Older,Dual,0
67,pen,ACTION,write,112,nonswitch,0,X,Younger,Dual,0
16,soap,ACTION,wash,113,nonswitch,0,X,Younger,Dual,0
23,knife,OBJECT,knife,113,switch,0,X,Younger,Dual,0
29,soap,ACTION,wash,113,nonswitch,0,X,Older,Dual,0
34,soap,ACTION,wash,113,nonswitch,0,X,Older,Dual,0
91,knife,OBJECT,knife,113,switch,0,X,Older,Dual,0
54,horse,OBJECT,horse,114,switch,0,X,Older,Dual,0
10,candle,OBJECT,candle,116,switch,0,X,Younger,Dual,0
61,candle,OBJECT,candle,116,switch,0,X,Younger,Dual,0
67,horse,OBJECT,horse,117,nonswitch,0,X,Younger,Dual,0
3,knife,ACTION,cut,118,switch,0,X,Younger,Dual,0
5,knife,ACTION,cut,118,switch,0,X,Younger,Dual,0
11,suitcase,ACTION,pack,118,switch,0,X,Younger,Dual,0
14,suitcase,ACTION,pack,118,switch,0,X,Younger,Dual,0
5,suitcase,ACTION,pack,119,nonswitch,0,X,Younger,Dual,0
14,broom,ACTION,sweep,119,nonswitch,0,X,Younger,Dual,0
16,suitcase,ACTION,pack,119,nonswitch,0,X,Younger,Dual,0
34,suitcase,ACTION,pack,119,nonswitch,0,X,Older,Dual,0
54,suitcase,ACTION,pack,119,nonswitch,0,X,Older,Dual,0
9,cake,ACTION,bake,120,nonswitch,0,X,Younger,Dual,0
34,cup,OBJECT,cup,120,switch,0,X,Older,Dual,0
72,cake,ACTION,bake,120,nonswitch,0,X,Older,Dual,0
16,cake,ACTION,bake,121,X,0,X,Younger,Dual,0
74,cake,ACTION,bake,121,X,0,X,Older,Dual,0
78,cake,ACTION,bake,121,X,0,X,Older,Dual,0
5,brain,ACTION,think,122,nonswitch,0,X,Younger,Dual,0
15,broom,OBJECT,broom,122,nonswitch,0,X,Younger,Dual,0
18,broom,OBJECT,broom,122,nonswitch,0,X,Younger,Dual,0
68,brain,ACTION,think,122,nonswitch,0,X,Younger,Dual,0
5,knife,OBJECT,knife,123,switch,0,X,Younger,Dual,0
15,strawberry,ACTION,eat,123,switch,0,X,Younger,Dual,0
54,knife,OBJECT,knife,123,switch,0,X,Older,Dual,0
89,knife,OBJECT,knife,123,switch,0,X,Younger,Dual,0
16,brain,OBJECT,brain,125,nonswitch,0,X,Younger,Dual,0
54,brain,OBJECT,brain,125,nonswitch,0,X,Older,Dual,0
57,brain,OBJECT,brain,125,nonswitch,0,X,Younger,Dual,0
16,soap,OBJECT,soap,126,nonswitch,0,X,Younger,Dual,0
29,soap,OBJECT,soap,126,nonswitch,0,X,Older,Dual,0
34,soap,OBJECT,soap,126,nonswitch,0,X,Older,Dual,0
10,trophy,ACTION,win,127,switch,0,X,Younger,Dual,0
20,soap,ACTION,wash,127,switch,0,X,Younger,Dual,0
34,trophy,ACTION,win,127,switch,0,X,Older,Dual,0
53,soap,ACTION,wash,127,switch,0,X,Younger,Dual,0
20,strawberry,ACTION,eat,128,nonswitch,0,X,Younger,Dual,0
96,toy,OBJECT,toy,129,switch,0,X,Older,Dual,0
67,cake,OBJECT,cake,130,switch,0,X,Younger,Dual,0
57,candle,OBJECT,candle,131,nonswitch,0,X,Younger,Dual,0
81,toy,ACTION,play,131,nonswitch,0,X,Older,Dual,0
20,soap,OBJECT,soap,132,switch,0,X,Younger,Dual,0
53,soap,OBJECT,soap,132,switch,0,X,Younger,Dual,0
3,broom,OBJECT,broom,133,switch,0,X,Younger,Dual,0
5,broom,OBJECT,broom,133,switch,0,X,Younger,Dual,0
54,broom,OBJECT,broom,133,switch,0,X,Older,Dual,0
54,trophy,OBJECT,trophy,134,nonswitch,0,X,Older,Dual,0
5,candle,ACTION,light,135,switch,0,X,Younger,Dual,0
12,candle,ACTION,light,135,switch,0,X,Younger,Dual,0
16,candle,ACTION,light,135,switch,0,X,Younger,Dual,0
74,candle,ACTION,light,135,switch,0,X,Older,Dual,0
11,present,ACTION,give,136,nonswitch,0,X,Younger,Dual,0
20,present,ACTION,give,136,nonswitch,0,X,Younger,Dual,0
100,present,ACTION,give,136,nonswitch,0,X,Older,Dual,0
3,ladder,ACTION,climb,137,nonswitch,0,X,Younger,Dual,0
5,ladder,ACTION,climb,137,nonswitch,0,X,Younger,Dual,0
54,ladder,ACTION,climb,137,nonswitch,0,X,Older,Dual,0
89,ladder,ACTION,climb,137,nonswitch,0,X,Younger,Dual,0
9,horse,ACTION,ride,138,switch,0,X,Younger,Dual,0
3,suitcase,ACTION,pack,139,switch,0,X,Younger,Dual,0
5,suitcase,ACTION,pack,139,switch,0,X,Younger,Dual,0
36,suitcase,ACTION,pack,139,switch,0,X,Older,Dual,0
78,suitcase,ACTION,pack,139,switch,0,X,Older,Dual,0
5,ladder,OBJECT,ladder,141,switch,0,X,Younger,Dual,0
29,soap,ACTION,wash,142,switch,0,X,Older,Dual,0
34,soap,ACTION,wash,142,switch,0,X,Older,Dual,0
5,newspaper,ACTION,read,143,nonswitch,0,X,Younger,Dual,0
12,newspaper,ACTION,read,143,nonswitch,0,X,Younger,Dual,0
20,pen,ACTION,write,143,nonswitch,0,X,Younger,Dual,0
95,pen,ACTION,write,143,nonswitch,0,X,Older,Dual,0
9,cup,ACTION,drink,144,nonswitch,0,X,Younger,Dual,0
54,coat,ACTION,wear,144,nonswitch,0,X,Older,Dual,0
83,coat,ACTION,wear,144,nonswitch,0,X,Older,Dual,0
15,strawberry,OBJECT,strawberry,145,switch,0,X,Younger,Dual,0
54,trophy,OBJECT,trophy,145,switch,0,X,Older,Dual,0
82,strawberry,OBJECT,strawberry,145,switch,0,X,Younger,Dual,0
83,trophy,OBJECT,trophy,145,switch,0,X,Older,Dual,0
1,brain,ACTION,think,146,switch,0,X,Younger,Dual,0
2,brain,ACTION,think,146,switch,0,X,Younger,Dual,0
9,brain,ACTION,think,146,switch,0,X,Younger,Dual,0
28,brain,ACTION,think,146,switch,0,X,Older,Dual,0
47,plane,ACTION,fly,146,switch,0,X,Younger,Dual,0
83,plane,ACTION,fly,146,switch,0,X,Older,Dual,0
3,candle,ACTION,light,148,nonswitch,0,X,Younger,Dual,0
16,candle,ACTION,light,148,nonswitch,0,X,Younger,Dual,0
19,candle,ACTION,light,148,nonswitch,0,X,Younger,Dual,0
23,candle,ACTION,light,148,nonswitch,0,X,Younger,Dual,0
67,candle,ACTION,light,148,nonswitch,0,X,Younger,Dual,0
5,newspaper,OBJECT,newspaper,149,switch,0,X,Younger,Dual,0
9,horse,OBJECT,horse,149,switch,0,X,Younger,Dual,0
3,plane,OBJECT,plane,150,nonswitch,0,X,Younger,Dual,0
9,soap,OBJECT,soap,150,nonswitch,0,X,Younger,Dual,0
15,soap,OBJECT,soap,150,nonswitch,0,X,Younger,Dual,0
53,soap,OBJECT,soap,150,nonswitch,0,X,Younger,Dual,0
4,present,ACTION,give,152,nonswitch,0,X,Younger,Dual,0
9,cake,OBJECT,cake,152,switch,0,X,Younger,Dual,0
67,present,ACTION,give,152,nonswitch,0,X,Younger,Dual,0
16,teeth,ACTION,brush,153,nonswitch,0,X,Younger,Dual,0
68,teeth,ACTION,brush,153,nonswitch,0,X,Younger,Dual,0
20,toy,ACTION,play,154,switch,0,X,Younger,Dual,0
29,soap,OBJECT,soap,154,switch,0,X,Older,Dual,0
34,soap,OBJECT,soap,154,switch,0,X,Older,Dual,0
46,toy,ACTION,play,154,switch,0,X,Older,Dual,0
47,soap,OBJECT,soap,154,switch,0,X,Younger,Dual,0
45,horse,ACTION,ride,155,switch,0,X,Younger,Dual,0
16,plane,OBJECT,plane,156,switch,0,X,Younger,Dual,0
46,plane,OBJECT,plane,156,switch,0,X,Older,Dual,0
4,pen,OBJECT,pen,157,nonswitch,0,X,Younger,Dual,0
20,present,OBJECT,present,157,nonswitch,0,X,Younger,Dual,0
54,pen,OBJECT,pen,157,nonswitch,0,X,Older,Dual,0
58,present,OBJECT,present,157,nonswitch,0,X,Younger,Dual,0
1,broom,ACTION,sweep,158,switch,0,X,Younger,Dual,0
28,broom,ACTION,sweep,158,switch,0,X,Older,Dual,0
47,coat,ACTION,wear,158,switch,0,X,Younger,Dual,0
46,teeth,ACTION,brush,159,nonswitch,0,X,Older,Dual,0
76,eye,ACTION,see,159,nonswitch,0,X,Older,Dual,0
20,eye,OBJECT,eye,160,switch,0,X,Younger,Dual,0
22,coat,OBJECT,coat,160,switch,0,X,Younger,Dual,0
23,eye,OBJECT,eye,160,switch,0,X,Younger,Dual,0
54,coat,OBJECT,coat,160,switch,0,X,Older,Dual,0
83,coat,OBJECT,coat,160,switch,0,X,Older,Dual,0
1,broom,OBJECT,broom,1,SingleNaming,1,953.7,Younger,Single,1
1,teeth,ACTION,brush,1,SingleNaming,1,1352.7,Younger,Single,1
2,broom,OBJECT,broom,1,SingleNaming,1,1374.5,Younger,Single,1
2,teeth,ACTION,brush,1,SingleNaming,1,1072.5,Younger,Single,1
3,broom,OBJECT,broom,1,SingleNaming,1,1030,Younger,Single,1
3,brain,ACTION,think,1,SingleNaming,1,2445.6,Younger,Single,1
4,brain,ACTION,think,1,SingleNaming,1,1234.5,Younger,Single,1
4,broom,OBJECT,broom,1,SingleNaming,1,1684.4,Younger,Single,1
5,broom,OBJECT,broom,1,SingleNaming,1,1428.9,Younger,Single,1
5,brain,ACTION,think,1,SingleNaming,1,2368.2,Younger,Single,1
6,broom,OBJECT,broom,1,SingleNaming,1,858.9,Younger,Single,1
6,teeth,ACTION,brush,1,SingleNaming,1,1820.6,Younger,Single,1
7,broom,OBJECT,broom,1,SingleNaming,1,1203.5,Younger,Single,1
7,brain,ACTION,think,1,SingleNaming,1,1613.9,Younger,Single,1
8,broom,OBJECT,broom,1,SingleNaming,1,981.2,Younger,Single,1
8,brain,ACTION,think,1,SingleNaming,1,1543.1,Younger,Single,1
9,broom,OBJECT,broom,1,SingleNaming,1,1182.3,Younger,Single,1
9,teeth,ACTION,brush,1,SingleNaming,1,1349.1,Younger,Single,1
10,broom,OBJECT,broom,1,SingleNaming,1,990.1,Younger,Single,1
10,brain,ACTION,think,1,SingleNaming,1,1407.1,Younger,Single,1
11,teeth,ACTION,brush,1,SingleNaming,1,1108.2,Younger,Single,1
11,broom,OBJECT,broom,1,SingleNaming,1,1762.6,Younger,Single,1
12,brain,ACTION,think,1,SingleNaming,1,1479.7,Younger,Single,1
12,broom,OBJECT,broom,1,SingleNaming,1,1708.2,Younger,Single,1
13,broom,OBJECT,broom,1,SingleNaming,1,1007.2,Younger,Single,1
13,brain,ACTION,think,1,SingleNaming,1,1038.3,Younger,Single,1
14,broom,OBJECT,broom,1,SingleNaming,1,1283.9,Younger,Single,1
14,teeth,ACTION,brush,1,SingleNaming,1,1469.7,Younger,Single,1
15,broom,OBJECT,broom,1,SingleNaming,1,1479.2,Younger,Single,1
15,teeth,ACTION,brush,1,SingleNaming,1,1386.6,Younger,Single,1
16,brain,ACTION,think,1,SingleNaming,1,1117.2,Younger,Single,1
16,broom,OBJECT,broom,1,SingleNaming,1,1374.9,Younger,Single,1
17,brain,ACTION,think,1,SingleNaming,1,1050.4,Younger,Single,1
17,broom,OBJECT,broom,1,SingleNaming,1,1925.1,Younger,Single,1
18,teeth,ACTION,brush,1,SingleNaming,1,1238.1,Younger,Single,1
18,broom,OBJECT,broom,1,SingleNaming,1,1475.9,Younger,Single,1
19,broom,OBJECT,broom,1,SingleNaming,1,916.9,Younger,Single,1
19,brain,ACTION,think,1,SingleNaming,1,2847.6,Younger,Single,1
20,broom,OBJECT,broom,1,SingleNaming,1,1180.8,Younger,Single,1
20,teeth,ACTION,brush,1,SingleNaming,1,2807,Younger,Single,1
21,broom,OBJECT,broom,1,SingleNaming,1,1694.9,Younger,Single,1
21,teeth,ACTION,brush,1,SingleNaming,1,1940.3,Younger,Single,1
22,broom,OBJECT,broom,1,SingleNaming,1,1205.7,Younger,Single,1
22,brain,ACTION,think,1,SingleNaming,1,1230.9,Younger,Single,1
23,broom,OBJECT,broom,1,SingleNaming,1,1605.2,Younger,Single,1
23,teeth,ACTION,brush,1,SingleNaming,1,1890.9,Younger,Single,1
24,broom,OBJECT,broom,1,SingleNaming,1,902.3,Younger,Single,1
24,teeth,ACTION,brush,1,SingleNaming,1,1055.4,Younger,Single,1
25,broom,OBJECT,broom,1,SingleNaming,1,1026.1,Older,Single,1
25,teeth,ACTION,brush,1,SingleNaming,1,1532.7,Older,Single,1
26,brain,ACTION,think,1,SingleNaming,1,990.1,Younger,Single,1
26,broom,OBJECT,broom,1,SingleNaming,1,1098.9,Younger,Single,1
27,brain,ACTION,think,1,SingleNaming,1,997.3,Older,Single,1
27,broom,OBJECT,broom,1,SingleNaming,1,1178.7,Older,Single,1
28,broom,OBJECT,broom,1,SingleNaming,1,1731.6,Older,Single,1
28,teeth,ACTION,brush,1,SingleNaming,1,1846,Older,Single,1
29,broom,OBJECT,broom,1,SingleNaming,1,1059.5,Older,Single,1
29,brain,ACTION,think,1,SingleNaming,1,1838.4,Older,Single,1
30,brain,ACTION,think,1,SingleNaming,1,1839,Older,Single,1
31,broom,OBJECT,broom,1,SingleNaming,1,961.2,Older,Single,1
31,teeth,ACTION,brush,1,SingleNaming,1,1024.4,Older,Single,1
32,brain,ACTION,think,1,SingleNaming,1,806.5,Younger,Single,1
32,broom,OBJECT,broom,1,SingleNaming,1,1059.7,Younger,Single,1
33,broom,OBJECT,broom,1,SingleNaming,1,1123.7,Older,Single,1
33,brain,ACTION,think,1,SingleNaming,1,1195.4,Older,Single,1
34,broom,OBJECT,broom,1,SingleNaming,1,1351,Older,Single,1
34,brain,ACTION,think,1,SingleNaming,1,1947.5,Older,Single,1
35,brain,ACTION,think,1,SingleNaming,1,1200.4,Older,Single,1
35,broom,OBJECT,broom,1,SingleNaming,1,1214.9,Older,Single,1
36,brain,ACTION,think,1,SingleNaming,1,1735,Older,Single,1
36,broom,OBJECT,broom,1,SingleNaming,1,1893.1,Older,Single,1
37,broom,OBJECT,broom,1,SingleNaming,1,1118.3,Older,Single,1
37,teeth,ACTION,brush,1,SingleNaming,1,1045.8,Older,Single,1
38,broom,OBJECT,broom,1,SingleNaming,1,978.5,Older,Single,1
38,teeth,ACTION,brush,1,SingleNaming,1,2403.3,Older,Single,1
39,broom,OBJECT,broom,1,SingleNaming,1,955.1,Younger,Single,1
39,teeth,ACTION,brush,1,SingleNaming,1,956.5,Younger,Single,1
40,brain,ACTION,think,1,SingleNaming,1,1316.5,Older,Single,1
40,broom,OBJECT,broom,1,SingleNaming,1,1394.6,Older,Single,1
41,teeth,ACTION,brush,1,SingleNaming,1,1574,Older,Single,1
41,broom,OBJECT,broom,1,SingleNaming,1,1185.9,Older,Single,1
42,broom,OBJECT,broom,1,SingleNaming,1,1405.9,Older,Single,1
42,brain,ACTION,think,1,SingleNaming,1,1529.6,Older,Single,1
43,broom,OBJECT,broom,1,SingleNaming,1,1145.7,Younger,Single,1
43,brain,ACTION,think,1,SingleNaming,1,1587.6,Younger,Single,1
44,broom,OBJECT,broom,1,SingleNaming,1,1038.7,Older,Single,1
44,brain,ACTION,think,1,SingleNaming,1,1205.9,Older,Single,1
45,broom,OBJECT,broom,1,SingleNaming,1,863.1,Younger,Single,1
45,brain,ACTION,think,1,SingleNaming,1,1037.2,Younger,Single,1
46,teeth,ACTION,brush,1,SingleNaming,1,1849.6,Older,Single,1
46,broom,OBJECT,broom,1,SingleNaming,1,1632.5,Older,Single,1
47,brain,ACTION,think,1,SingleNaming,1,953.7,Younger,Single,1
47,broom,OBJECT,broom,1,SingleNaming,1,1352.7,Younger,Single,1
48,broom,OBJECT,broom,1,SingleNaming,1,1151,Older,Single,1
48,teeth,ACTION,brush,1,SingleNaming,1,1328.2,Older,Single,1
49,brain,ACTION,think,1,SingleNaming,1,1375.8,Older,Single,1
49,broom,OBJECT,broom,1,SingleNaming,1,1524.9,Older,Single,1
50,broom,OBJECT,broom,1,SingleNaming,1,1862.8,Older,Single,1
50,teeth,ACTION,brush,1,SingleNaming,1,1390.4,Older,Single,1
51,broom,OBJECT,broom,1,SingleNaming,1,1724,Older,Single,1
51,teeth,ACTION,brush,1,SingleNaming,1,1849.9,Older,Single,1
52,teeth,ACTION,brush,1,SingleNaming,1,1291.7,Older,Single,1
52,broom,OBJECT,broom,1,SingleNaming,1,1570.3,Older,Single,1
53,broom,OBJECT,broom,1,SingleNaming,1,1846.5,Younger,Single,1
53,teeth,ACTION,brush,1,SingleNaming,1,979.3,Younger,Single,1
54,broom,OBJECT,broom,1,SingleNaming,1,1273.9,Older,Single,1
55,broom,OBJECT,broom,1,SingleNaming,1,1719.7,Younger,Single,1
55,teeth,ACTION,brush,1,SingleNaming,1,1202,Younger,Single,1
56,teeth,ACTION,brush,1,SingleNaming,1,975.6,Younger,Single,1
56,broom,OBJECT,broom,1,SingleNaming,1,1250.9,Younger,Single,1
57,brain,ACTION,think,1,SingleNaming,1,775,Younger,Single,1
57,broom,OBJECT,broom,1,SingleNaming,1,1111,Younger,Single,1
58,broom,OBJECT,broom,1,SingleNaming,1,784.6,Younger,Single,1
58,teeth,ACTION,brush,1,SingleNaming,1,1146.2,Younger,Single,1
59,broom,OBJECT,broom,1,SingleNaming,1,1421.7,Older,Single,1
59,teeth,ACTION,brush,1,SingleNaming,1,2098.3,Older,Single,1
60,broom,OBJECT,broom,1,SingleNaming,1,1026.3,Older,Single,1
60,teeth,ACTION,brush,1,SingleNaming,1,981.9,Older,Single,1
61,broom,OBJECT,broom,1,SingleNaming,1,992.3,Younger,Single,1
61,brain,ACTION,think,1,SingleNaming,1,1182.7,Younger,Single,1
62,brain,ACTION,think,1,SingleNaming,1,1196.8,Older,Single,1
62,broom,OBJECT,broom,1,SingleNaming,1,1314,Older,Single,1
63,broom,OBJECT,broom,1,SingleNaming,1,919,Younger,Single,1
63,teeth,ACTION,brush,1,SingleNaming,1,1584.9,Younger,Single,1
64,broom,OBJECT,broom,1,SingleNaming,1,965.2,Younger,Single,1
64,teeth,ACTION,brush,1,SingleNaming,1,1042.2,Younger,Single,1
65,broom,OBJECT,broom,1,SingleNaming,1,881.3,Younger,Single,1
65,brain,ACTION,think,1,SingleNaming,1,956.3,Younger,Single,1
66,broom,OBJECT,broom,1,SingleNaming,1,1098.9,Older,Single,1
66,brain,ACTION,think,1,SingleNaming,1,1296.9,Older,Single,1
67,brain,ACTION,think,1,SingleNaming,1,1120.6,Younger,Single,1
67,broom,OBJECT,broom,1,SingleNaming,1,1164.1,Younger,Single,1
68,broom,OBJECT,broom,1,SingleNaming,1,1201.1,Younger,Single,1
68,brain,ACTION,think,1,SingleNaming,1,1540.9,Younger,Single,1
69,broom,OBJECT,broom,1,SingleNaming,1,1284.8,Older,Single,1
69,teeth,ACTION,brush,1,SingleNaming,1,1821.7,Older,Single,1
70,teeth,ACTION,brush,1,SingleNaming,1,1039.6,Older,Single,1
70,broom,OBJECT,broom,1,SingleNaming,1,1535.8,Older,Single,1
71,broom,OBJECT,broom,1,SingleNaming,1,917.5,Younger,Single,1
71,teeth,ACTION,brush,1,SingleNaming,1,845.6,Younger,Single,1
72,teeth,ACTION,brush,1,SingleNaming,1,1081.3,Older,Single,1
72,broom,OBJECT,broom,1,SingleNaming,1,2125.2,Older,Single,1
73,broom,OBJECT,broom,1,SingleNaming,1,1006.4,Younger,Single,1
74,broom,OBJECT,broom,1,SingleNaming,1,1106.1,Older,Single,1
74,brain,ACTION,think,1,SingleNaming,1,2527.8,Older,Single,1
75,brain,ACTION,think,1,SingleNaming,1,1022.5,Younger,Single,1
75,broom,OBJECT,broom,1,SingleNaming,1,1472.4,Younger,Single,1
76,broom,OBJECT,broom,1,SingleNaming,1,1296.2,Older,Single,1
76,brain,ACTION,think,1,SingleNaming,1,1481.9,Older,Single,1
77,broom,OBJECT,broom,1,SingleNaming,1,1751,Younger,Single,1
78,broom,OBJECT,broom,1,SingleNaming,1,1166.1,Older,Single,1
